id,name,city,address,founded_year,logo_url,contact_email,contact_phone
49ed2580-33e8-43a0-9f96-e4fe180bf941,Сдружение ВК ЧЕРНОМОРЕЦ БЯЛА 2008,,"ул. ""Гроздьо Желев"" № 34",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,byalavolley@byala.org,0893398134
cb77824e-d51e-4381-9b61-491903366bdc,Сдружение ВК Армеец,,"бул. ""Асен Йорданов"" №1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,armeec@cskavolley.com,0897858150
8c2eb0c1-3819-4b88-ba93-bd9ce26221c3,Сдружение ВК ПАН-Волей,,"ул ""Георги Бенковски"" № 32А",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,r_angelkova@abv.bg,0883549536
69395d9a-7efc-4140-b588-7a99b4ac3c33,Сдружение ВК Омуртаг,,"ул. ""Търновска"" № 1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,andi_55@abv.bg,0899823063
e10eeba0-4d6b-4504-9797-3fdb2dc08f81,Сдружение ВК Ботев (Ихт),,"ул. ""Цар Освободител"" № 123, зала СУ Христо Ботев",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkbotevihtiman@gmail.com,0896790059
d7fd51a7-e9cc-4d4c-b833-eba066403df0,Сдружение ВК Марица 2022,,"ул. ""Полет"" №1, ап. Офис 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,info@volleymaritza.bg,0882989838
ec5ec9fb-2e1a-418e-b1fd-be1cbd10d808,Сдружение ВК Хан Аспарух,,"ул. ""Панайот Волов"" № 15, зала ОУ ""Христо Ботев"" ул. Лудогорие 90",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,ivanka_pl.60@abv.bg,0894616590
a9d05f8a-86f1-425e-b039-e80d4733db17,Сдружение СК ВИХЪР,,"ул. ""Добруджа"" № 3",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk_vihar_vldol@abv.bg,0882021513
5a80c51e-7dd1-4206-900b-0496b878db45,Сдружение ВК Бургас 2007,,"ул. ""Пробуда"" № 41, ет. 1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,ouskburgas2007@abv.bg,0896760002
82c7808d-0eac-4551-af94-4f07c951517d,Сдружение ВК Благоевград,,"ул. ""Тодор Александров"" № 43Б, ет. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vcblagoevgrad@abv.bg,0879992326
8e0d87b0-2840-4230-822c-877d4c8d0312,Сдружение ВК Металик волей,,"ул. ""Иван Вазов"" №64, вх. Б, ап. 4",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,i.gerasimov@abv.bg,0898453003
f588198e-31fd-4a5f-9caa-c57774d01c7a,Сдружение ВК Черно море,,"ул. ""Никола Вапцаров"" № 9, зала Христо Ботев",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,bask@abv.bg,0888407606
7ca9248f-1938-4eef-a44e-3e06f0ab197e,Сдружение ВК Импулс,,"ул. ""Опълченска"" № 20",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk_impuls_do@abv.bg,0885844150
912e7ae5-c697-415e-a653-ae0b4d644398,Сдружение СК Волейболна Академия Лъвски Сърца,,"кв. Горна Баня, ул. Никола Петков №143А, вх. Б, ап. 10",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,lionheartsvolley@gmail.com,+359885871227
1b1414c8-a8d2-4c2b-aa58-97b212a060e2,Сдружение ВК Кирково 15,,"ул. ""Георги Кирков"" № 4",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,dinko_mm@abv.bg,0886429468
9e05dd17-dde4-414c-a3ed-b8884ffac766,Сдружение СК Спартак 1996,,"ул. ""Кала тепе"" № 3, Спортен комплекс ""Спартак""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,spartakpleven1996@abv.bg,0878273727
7a5d28a8-f7b4-4967-9729-2af80429f5ad,Сдружение ВК ЗАГОРЕЦ,,"ж.к. Загоре 10, вх. В, ет. 1, ап. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,ross_2@abv.bg,0876666695
355a6c0e-92e5-4a27-8dc6-ed8c2e5b0be6,Сдружение ВК АХИЛ - ВОЛЕЙ,,"ж.к. Дружба, бл. 257, вх. Б, ап. 35",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,ahilvolley@gmail.com,0885604197
1347c54a-b152-4772-a98f-6e3a1e1131a3,Сдружение ВК  Академик волей,,"ж.к. Гео Милев, бл. 3, вх. Б",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,akademik.volley@abv.bg,0876838837
68ea90bd-faf3-4eeb-aff8-5d7a2afd1198,Сдружение ВА ВОЛЕЙБОЛНА АКАДЕМИЯ СТОЙЧЕВ - КАЗИЙСКИ,,"ул. ""Кораб планина"" № 8-10, ет. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,info@volleyacademy.bg;sk@volleyacademy.bg,0899972777
ba3d10d9-ac9e-458e-95b9-7f31be3e190e,Сдружение СК Ракитово Волей,,"ул. ""Христо Ботев"" № 37",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,rakitovovolley@gmail.com,0895754330
d9ac2058-ee07-4155-9124-320cea8779c6,Сдружение СК Бургас Волей - 2009,,"ж. к. Изгрев, бл. 91, вх. 1, ет. 2, ап. 8",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,kavraka@abv.bg,0898551238
579f5711-18dc-4756-9ceb-5ca0b4af507a,Сдружение ВК Драгоман,,"ул. ""6-ти Септември"" № 1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,contact@vcdragoman.com,0895797598
e226c72f-f28c-418b-b79c-41aee4b68d55,Сдружение ВК БДИН - ВИДА,,"ул. ""Пазарска"" 6, Спортна зала ""Фестивална""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,sn.gecheva@abv.bg,0896651738
644a4c95-2840-4c1c-bde7-4690f990c988,Сдружение ВК Казанлък,,"ул. ""Орешака"" № 80, Спортна зала ""Багира""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,kazanlakvolley@abv.bg,0888879591
6921cfc0-2624-4a52-a3f3-dbd0c73da75a,Сдружение ВК Сливен,,"кв. Клуцохор, бл. 12, вх. Д, ап.9",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vcsliven@mail.bg,0879978811
f22d5f26-dd16-41de-b848-a0e8377fd124,Сдружение ВК Хаштаг - Бургас,,"ж.к. ""Възраждане"", бл. 6, вх. А, ет. 4, ап. 8",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,hashtagburgas2020@gmail.com,0884741401
6a0a1786-7e94-49b3-afd7-7a4885469473,Сдружение СКВ ХЕБЪР 24 - ПАЗАРДЖИК,,"ул. ""Цар Освободител"" № 105",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vidka_doncheva@abv.bg,0878928989
530bdfbb-acf6-4584-a7ee-dedd5879603b,Сдружение СВК Чавдар - 1932,,"ул. ""Сребрена"" № 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,milka65@abv.bg; chavdarvolley.@abv.bg,0887701107
4343d388-6d39-46a9-b17d-a3bf3535c559,Сдружение ВК Град,,"ул. ""Васил Левски"" № 1, вх. A, ет. 1, ап. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,krasen_hristov@abv.bg,0887572365
e2a0a194-8a1b-48ca-9900-241d28df2d2d,Сдружение СВК Изгрев,,"Спортна зала, Ул. „Бачо Киро” № 5,",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,izgrev1983@abv.bg,0878563404
2f10c290-1749-42b9-bfb0-dbef4f09ed92,Сдружение ВК Перун Варна,,"ж. к. Възраждане, бл. 52, вх. 1, ет. 8, ап. 21",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,djsi@mail.bg,0898468268
1c76ab62-0a94-4368-a106-18a416db5f99,Сдружение ВК Левски София,,"ж.к. Надежда 2, бл. 211, вх. А, ет. 3, ап. 9, Спортна зала Левски София, ул. ""Донка Ушлинова"" 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,office@levskivc.bg,0884375931
da5ff236-3feb-42b9-b643-09d3287f97c1,Сдружение ВК ВОЛЕЙБОЛЕН КЛУБ СЛАВЕЙКОВ,,"ул. ""Иван Вазов"" № 16, ет. 2, ап. 3",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkslaveikov@gmail.com,0894240557
cc64540b-ceac-47c9-afe7-cb2ddf2b715e,Сдружение СК ГРЪМ В РАЯ,,"ул. ""Ил. Макариополски"" №21",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,lyubo.apostolov@yahoo.com,0887145823
6f3cbc24-0dac-4bb8-bc84-6fa09e25cd7b,Сдружение СК Тетевен Волей,,"ул. ""Трети март"" № 33",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,club@tetevenvolley.com,0887562066
d463140b-a36d-49a3-aac1-f55b3f3e22aa,Сдружение ВК Асеновград,,"ул. ""Рилска"" №40",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,asvolley@abv.bg,0893816388
947a4a99-e64b-463b-b7cb-7ee2428ba1ce,Сдружение СКВ ВОЛЕЙБОЛ СЛАВИЯ 2017,,"бул. ""Цар Борис III"" № 128",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,volleyslavia@gmail.com,0898495050
6606a8a4-7b88-41e9-aaba-132dcd63f0c3,Сдружение ВК ВОЛЕЙБОЛЕН КЛУБ РОДИНА-СУВОРОВО,,"ул. ""Шипка"" №30",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,b_boycheva@abv.bg,0897336483
e479b0c5-9d8a-41f7-9ae9-287473b7b3bf,Сдружение ВК СИМЕОНОВИ СУПЕР ВОЛЕЙ,,"ж.к. Сухата река, ул. ""Тодорини кукли"", бл. 96А, вх. А, ет. 6, ап. 17",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,simeonova.i@yahoo.com,0885427950
3732e415-b970-4295-8664-2ae267b9d760,Сдружение ВК ВАРНА - ДКС,,"бул. ""Княз Борис I"" №115",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,varna-dks@abv.bg,0886222325
9291d6cc-664d-4d67-84d2-e714111d71bf,Сдружение ВК Йоан Екзарх Български - Шумен 05,,"бул. ""Симеон Велики"" № 40, Спортна зала ""Младост""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,terraagro_bg@abv.bg,0895700349
2c79cf4a-47e9-4c62-b257-78f26af5aae0,Сдружение УВК Хектор,,"ул. ""Бигла"" № 52, НПМГ “Академик Любомир Чакалов”, ЖК Лозенец",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,usk_hector@abv.bg,0884733911
13b22874-fc84-4e93-aaea-596d0454ef71,Сдружение ВК МЕДИУС ВОЛЕЙ,,"ул. ""Соколова скала"" № 4",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,stoqn_lubenov@abv.bg,0988874077
f47021c8-5283-431b-9955-bbe49c0772eb,Сдружение КВ Родопа - Смолян,,"ул. ""Димитър Благоев"" № 22",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,skvrodopa@abv.bg,0878441541
c019e013-ed0f-4bc5-9771-0fa1c59f3c0c,Сдружение ВК Ерма 96,,"ул. ""Партизан"" № 16",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vcerma96@mail.bg,0885494414
3b7e0ab6-d840-4c3c-b669-c646ce772a35,Сдружение ВК Владимир Николов,,"ж.к. Надежда, бл. 211, вх. А, ап. 9",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vladovolleyschool@gmail.com;stefan.cholakov@yahoo.com,0888956171
603a73d1-a629-43b0-a43c-a19c23b0af91,Сдружение ВК Тополово,,"ул ""Отец Паисий"" № 27",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,xristina.72@abv.bg,0894394141
94ea1a89-b1ea-48a7-aeda-43a7ba8bbe53,Сдружение ВК АРДА 2022,,"ул.""Родопи"" № 37, спортна зала Аспезос",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,niki_volley@abv.bg,0888690829
5859fd4f-0b35-48d5-8366-630c4e1d15e4,Сдружение СКВ Олимпиец,,"ул. ""Васил Априлов"" № 49, ет. 1, ап. 1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,stefka.velikova@abv.bg velikovdarin6@gmail.com,0888318312
3bb8719e-08d2-4828-962e-07662258bd80,Сдружение СК Самоков - 2009,,"ул. ""Софийско шосе"" № 26",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,andreyyanchev@gmail.com,0883301175
9fc171b2-1005-41d5-b524-2c6dbef26c25,Сдружение СВК Звезди 94,,"81 СУ ""Виктор Юго"", ул. ""Бъднина"" 3, жк. ""Младост"" 3",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,zvezdi94@abv.bg,0887075992
11631aa4-9d8c-4d9b-9f89-e2ac4a3dd1c1,Сдружение ВК ЦЕНТРАЛЕН ПОЛИЦЕЙСКИ ВОЛЕЙБОЛЕН КЛУБ,,"ул. ""Балша"" № 18, Стадион ""Раковски""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,info@cpvc-volley.com,0896804161
116a0e2a-17fd-4395-897d-fc8fd5b50fbe,Сдружение ВК Русе Волей клуб,,"ул. ""Драма"" № 13",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,stiliyan@abv.bg,0887434595
45b22aa9-1351-4096-a355-aa1321f8a95e,Сдружение ВК Родина - Суворово,,"ул. ""Шипка"" №30",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,b_boycheva@abv.bg,0897336483
db0c3579-64a4-4a6a-b548-7632ece56fc6,Сдружение ВК ЛЮЛИН,,"ж.к. Люлин 4, бл. 417, вх. А, ет. 5, ап. 10, 90 СУ Люлин",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,lulinvolley@abv.bg,0879171733
05bc5016-4e36-4dc2-8196-e2e2ba44849d,Сдружение ВК Попово 09,,"ж. к. Русаля, бл. 22, ет. 1, ап. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkpopovo09@abv.bg,0878223675
0c6f4bac-7a97-4d5a-a402-03300b3934ba,Сдружение СВК Велики Преслав,,"ул. ""Стадиона"" № 1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk_velikipreslav@abv.bg,0894526765
83d1fc43-661e-47b1-b45f-1b83788eb76e,Сдружение СКВ Пирдоп,,"ул. ""Г. Бенковски"", Спортна зала СУ Саво Савов",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,ckvpirdop@gmail.com,0888577554
dc408e00-3a0d-45eb-8961-c1547c78460a,Сдружение ВК Виктория Волей,,бул. Цариградско шосе 112,,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,kiril_donev@hotmail.com,0878777407
e823ddfa-caf0-498e-a74d-d9316e84626a,Сдружение ВК Великани,,"ул. ""Морава"" 11 ет. 2  ап. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,skvelikani@gmail.com,0893575393
9a60426a-f7bd-4158-b753-d6a92e39931f,Сдружение ВК Черноломец - Попово 98,,"ул. ""Панайот Волов"" № 8",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,chernolomec@abv.bg,0887663406
f15d7b61-81dc-464c-830d-c2076427da6a,Сдружение ВК ВОЛЕЙБОЛЕН КЛУБ НЕСЕБЪР ВОЛЕЙ,,"ж.к. Младост, бл. 52, ет. 4, ап. 14",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,nesebar.volley@gmail.com,0887477280
1a032af4-c2e5-4f48-ada4-4a37284b281e,Сдружение ВК Лудогорец,,"ул. ""Кирил и Методий"" № 1, ап. 15",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,zdushkov@yahoo.com,0887744893
1a25ba5e-7a79-4ab7-b396-6a61786930b4,Сдружение ВК Локомотив АВИА,,"ж.к. Беломорски, ул. ""Беломорска"" №65",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,lokomotiv_volley@abv.bg,0897858095
78e651c1-d310-40ca-918d-a37a9c37ea76,Сдружение ВК Велинград Волей,,"ул. ""Христо Смирненски"" № 77А",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,dim.sankev1@abv.bg,0897997250
577d5969-a86b-4261-89a6-d5bf71d407e1,Сдружение ВК Сливнишки герой,,"ул. ""Паисий Хилендарски"" № 88",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,martinstoev@abv.bg;alexandar_petkov@abv.bg,0886398538
84c8be70-f733-45aa-b84d-57b346178f45,Сдружение ВК Странджа,,"ул. ""Васил Коларов"" № 23",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkstrandja@mail.bg,0899806042
899d7c00-9f18-47ac-bc9b-c5c84f96afcf,Сдружение ВК Бултекс 2013,,"ул. ""Парижка комуна"" № 18Б, ет. 1, ап. 4",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,bultex2013@abv.bg; angelov1947@abv.bg,0897904302
b45b7b0b-b074-49c9-a048-075137b3af07,Сдружение ВК ОСЪМ - ЛОВЕЧ,,"ж.к. Младост, бл. 328, вх. Г, ап. 17",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkosamlovech@abv.bg,0883219828
b571d797-c93a-44bc-a2e8-bbbe47b63973,Сдружение ВК Металург,,"ж.к. Мошино, ул. ""Младен Стоянов"", бл. 2, вх. Е, ет. 4, ап. 132",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,metalurgvolley@abv.bg,0898516740
b5791f81-19d7-4917-a9d5-cd7ebd138841,Сдружение ВК Царево,,"ул. ""Рибарска'' №2А",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkcarevo1949@abv.bg,0889441009
1ec3489a-dd70-4e2a-8b96-4bc0c0240da0,Сдружение ВК Раковски - Димитровград,,"Спортна зала ""Младост"", бул. ""Стефан Стамболов"" №1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,rakovskivk@abv.bg,0899943743
0968b4ea-6a64-42f0-99b6-a391eddfee23,Сдружение ВК Ботев (Лук),,"ул. ""Христо Ботев"" № 24",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,toni_chi@mail.bg,0878203274
54dff2be-cc3f-4ae3-9339-081593d6d25a,Сдружение ВК Вел Волей,,"ул. Георги Измирлиев № 13А, вх. Б, ет. 5, ап. 11",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vel333volley@gmail.com,0884127120
a7c925e5-5367-42bb-b9b4-ee93f4f2c9e0,Сдружение ВК Крепост Хисаря,,ул. Хайдут Генчо № 9,,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,badovnasko@gmail.com;,0876235510
d28d8576-da5d-45d0-ab79-f4895b1da6e9,Сдружение СКВ Павликени,,"бул. ""Раковски"" № 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,gosho_volley@abv.bg,0888297361
8595dcc1-de32-4b19-9845-266fbfe2f51a,Сдружение ВК Локомотив 1929 Нидо,,"ж. к. Надежда, бул. ""Рожен"" № 23, Стадион ""Локомотив""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,lokomotiv_1929_vrabnica@abv.bg,0888803687
95b1fa28-8a05-45c9-a0f5-c4b0dea73adc,Сдружение ВК Феникс 2024,,"ул. ""Житен клас"" № 44",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,pramatarova89@gmail.com,0894577109
0de906e4-0723-4aa4-aa91-9f04e72663db,Сдружение ВК КАРЛОВО ВОЛЕЙ,,"ул. ""Генерал Карцов"" № 78, вх. Б, ет. 1, ап. 1",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,karlovovolley@gmail.com,0884908793
272a6c3e-2e4c-4e68-bb76-9d975ed96ad5,Сдружение ВК Айтос,,"ул. ""Славянска"" № 13А",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,aitos_vk@abv.bg,0887975283
55fb4af2-a1ab-48fc-aa00-cb2ff9236551,Сдружение СК Барутов Волей,,"ул. ""Мърфи"" № 2, вх. 1, ет. 2, ап. 5",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,barutvolley@yahoo.com,0887915030
b2db57a7-4ca5-4ae3-a5f9-7db931f5c69c,Сдружение СКВ Тунджа,,"Спортна зала ""Диана""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,yambol_voley@abv.bg,0884384848
de62357b-43f4-4b51-90e1-98568cabb899,Сдружение СКВ Въча,,"ул. ""Цветан Зангов"" № 3",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,kafedziev_s@abv.bg,0897252223
08a7868a-a01c-4e41-9733-8a2394e05707,Сдружение СКВ Дунав,,"ж.к. Здравец, Стадион ""Дунав"",Ул. “Околчица” 7",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,skv_dunav@abv.bg,0886373444
88af9767-9597-4586-8448-05763fe52a93,Сдружение ВК Монтана Волей,,"Спортен комплекс ""Огоста""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,montanavolley2018@abv.bg,0884721542
1dd9288b-c489-47ec-91a8-2b7c32bbbd58,Сдружение ОСК Вършец,,"бул. ""България"" № 10, зала Арена Вършец",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,kpm@mail.bg; kostapm@mail.bg,0886302340
7017fc8f-97ef-4dbb-b0ac-2ec6ab8f9e0c,Сдружение ВК Тони Спорт,,"ж. к. Изгрев, бл. 3 е .4 ап.7",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,tonypam@abv.bg;tonysport@abv.bg,0888006050
de68078c-64e1-44c6-a61a-fcc8508e630f,Сдружение ВК Миньор,,"ул. ""Кракра"" № 59, Спортна зала “Борис Гюдеров” кв. “Проучване”",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,minyor_volley@abv.bg,0878690153
5569c0fc-2bd2-4b74-8e2c-9954fb74322f,Сдружение ВК  Нике,,"ул. ""Огоста"" №15",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk_nike@abv.bg,0877777688
cc8da6fb-3ae5-4b55-930f-50b5e9f6beba,Сдружение ВК Козлодуй - мъже,,"Спортна зала ""Христо Ботев""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk.kozloduy@abv.bg,0876387999
